index,ticker,quoteType,marketCap,sharesOutstanding,exchange,bookValue,longName,shortName,trailingPE,trailingAnnualDividendYield
0,AACG,EQUITY,45182736.0,31376900.0,NGM,5.98,ATA Creativity Global,ATA Creativity Global,,0.0
1,AACI,EQUITY,203367280.0,20709500.0,NGM,-0.053,Armada Acquisition Corp. I,Armada Acquisition Corp. I,,0.0
2,AACIU,EQUITY,,,NGM,-0.053,Armada Acquisition Corp. I,Armada Acquisition Corp. I,,0.0
3,AACIW,EQUITY,,,NGM,0.005,Armada Acquisition Corp. I,Armada Acquisition Corp. I Warrant,,
4,AADI,EQUITY,360828032.0,20929700.0,NCM,6.528,"Aadi Bioscience, Inc.","Aadi Bioscience, Inc.",,0.0
5,AADR,ETF,,,NGM,,AdvisorShares Dorsey Wright ADR ETF,AdvisorShares Dorsey Wright,,
6,AAL,EQUITY,11840677888.0,649160000.0,NMS,-11.332,American Airlines Group Inc.,"American Airlines Group, Inc.",,0.0
7,AAME,EQUITY,64192592.0,20378600.0,NGM,6.93,Atlantic American Corporation,Atlantic American Corporation,16.578949,0.006451613
8,AAOI,EQUITY,91052144.0,27508200.0,NGM,9.317,"Applied Optoelectronics, Inc.","Applied Optoelectronics, Inc.",,0.0
9,AAON,EQUITY,2954462208.0,52529300.0,NMS,8.875,"AAON, Inc.","AAON, Inc.",51.55963,0.0068185898
10,AAPL,EQUITY,2844634644480.0,16319399936.0,NMS,4.402,Apple Inc.,Apple Inc.,28.97922,0.004953897
11,AATC,EQUITY,33737544.0,5372220.0,NCM,3.68,Autoscope Technologies Corporation,Autoscope Technologies Corporat,14.604651,0.0570523
12,AAWW,EQUITY,2401822720.0,29215700.0,NMS,96.158,"Atlas Air Worldwide Holdings, Inc.",Atlas Air Worldwide Holdings,5.0888267,0.0
13,AAXJ,ETF,,,NGM,,iShares MSCI All Country Asia ex Japan ETF,iShares MSCI All Country Asia e,,0.0
14,ABCB,EQUITY,2995409920.0,69676896.0,NMS,42.755,Ameris Bancorp,Ameris Bancorp,7.961111,0.013673656
15,ABCL,EQUITY,2869393408.0,283256992.0,NMS,3.621,AbCellera Biologics Inc.,AbCellera Biologics Inc.,21.104168,0.0
16,ABCM,EQUITY,4285288704.0,228915008.0,NMS,2.871,Abcam plc,Abcam plc,748.8,0.0
17,ABEO,EQUITY,47558880.0,146618000.0,NCM,0.783,Abeona Therapeutics Inc.,Abeona Therapeutics Inc.,,0.0
18,ABGI,EQUITY,189459488.0,15566300.0,NCM,-0.238,ABG Acquisition Corp. I,ABG Acquisition Corp. I,,0.0
19,ABIO,EQUITY,31702220.0,14410100.0,NCM,3.542,"ARCA biopharma, Inc.","ARCA biopharma, Inc.",,0.0
20,ABMD,EQUITY,15413606400.0,45516200.0,NMS,31.482,"Abiomed, Inc.","ABIOMED, Inc.",116.41115,0.0
21,ABNB,EQUITY,111262040064.0,371168000.0,NMS,7.538,"Airbnb, Inc.","Airbnb, Inc.",,0.0
22,ABOS,EQUITY,162297936.0,40473300.0,NMS,5.564,"Acumen Pharmaceuticals, Inc.","Acumen Pharmaceuticals, Inc.",,0.0
23,ABSI,EQUITY,818255232.0,92772704.0,NMS,3.952,Absci Corporation,Absci Corporation,,0.0
24,ABST,EQUITY,436372736.0,50462700.0,NMS,0.29,Absolute Software Corporation,Absolute Software Corporation,,0.030542456
25,ABTX,EQUITY,892898048.0,20367200.0,NGM,40.146,"Allegiance Bancshares, Inc.","Allegiance Bancshares, Inc.",10.932668,0.010743061
26,ABUS,EQUITY,457817344.0,148642000.0,NMS,1.169,Arbutus Biopharma Corporation,Arbutus Biopharma Corporation,,0.0
27,ABVC,EQUITY,77531472.0,28609400.0,NCM,0.311,"ABVC BioPharma, Inc.","ABVC Biopharma, Inc.",,0.0
28,ACAB,EQUITY,297600000.0,30000000.0,NGM,0.003,Atlantic Coastal Acquisition Corp. II,Atlantic Coastal Acquisition Co,,0.0
29,ACABU,EQUITY,,,NGM,0.003,Atlantic Coastal Acquisition Corp. II,Atlantic Coastal Acquisition Co,,0.0
30,ACABW,EQUITY,,,NMS,0.003,Atlantic Coastal Acquisition Corp. II,Atlantic Coastal Acquisition Co,,0.0
31,ACAD,EQUITY,4120374272.0,161204000.0,NMS,3.359,ACADIA Pharmaceuticals Inc.,ACADIA Pharmaceuticals Inc.,,0.0
32,ACAH,EQUITY,421762496.0,34500000.0,NCM,-0.538,Atlantic Coastal Acquisition Corp.,Atlantic Coastal Acquisition Co,,0.0
33,ACAHU,EQUITY,,,NCM,-0.538,Atlantic Coastal Acquisition Corp.,Atlantic Coastal Acquisition Co,,0.0
34,ACAHW,EQUITY,,,NCM,,Atlantic Coastal Acquisition Corp.,Atlantic Coastal Acquisition Corp. Warrant,,
35,ACAX,EQUITY,108222520.0,9098750.0,NGM,0.011,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,,0.0
36,ACAXR,EQUITY,,,NGM,0.011,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,,0.0
37,ACAXU,EQUITY,,,NGM,0.011,Alset Capital Acquisition Corp.,Alset Capital Acquisition Corp.,,0.0
38,ACAXW,EQUITY,,,NGM,0.011,Alset Capital Acquisition Corp.,,,0.0
39,ACB,EQUITY,848353344.0,214772992.0,NMS,9.851,Aurora Cannabis Inc.,Aurora Cannabis Inc.,,0.0
40,ACBA,EQUITY,61750800.0,6054000.0,NCM,-0.512,Ace Global Business Acquisition Limited,Ace Global Business Acquisition,,0.0
41,ACBAU,EQUITY,,,NCM,-0.512,Ace Global Business Acquisition Limited,Ace Global Business Acquisition,,0.0
42,ACBAW,EQUITY,,,NCM,,Ace Global Business Acquisition Limited,Ace Global Business Acquisition Limited Warrant,,
43,ACCD,EQUITY,1264174592.0,66958400.0,NMS,11.788,"Accolade, Inc.","Accolade, Inc.",,0.0
44,ACER,EQUITY,41785784.0,14310200.0,NCM,-0.12,Acer Therapeutics Inc.,Acer Therapeutics Inc.,,0.0
45,ACET,EQUITY,829842432.0,39143200.0,NGM,7.628,"Adicet Bio, Inc.","Adicet Bio, Inc.",,0.0
46,ACEV,EQUITY,140220624.0,8202280.0,NCM,-0.95,ACE Convergence Acquisition Corp.,ACE Convergence Acquisition Cor,49.507393,0.0
47,ACEVU,EQUITY,,,NCM,-0.95,ACE Convergence Acquisition Corp.,ACE Convergence Acquisition Cor,50.73892,0.0
48,ACEVW,EQUITY,,,NCM,,ACE Convergence Acquisition Corp.,ACE Convergence Acquisition Cor,,
49,ACGL,EQUITY,18405392384.0,378556000.0,NMS,33.742,Arch Capital Group Ltd.,Arch Capital Group Ltd.,9.296367,0.0
50,ACGLN,EQUITY,,,NMS,33.742,Arch Capital Group Ltd.,Arch Capital Group Ltd. - Depos,4.030593,0.0
51,ACGLO,EQUITY,14209937408.0,402939008.0,NMS,33.742,Arch Capital Group Ltd.,Arch Capital Group Ltd. - Depos,4.659675,0.0
52,ACHC,EQUITY,6039616512.0,89902000.0,NMS,28.277,"Acadia Healthcare Company, Inc.","Acadia Healthcare Company, Inc.",31.975248,0.0
53,ACHL,EQUITY,116181560.0,38987100.0,NMS,7.131,Achilles Therapeutics plc,Achilles Therapeutics plc,,0.0
54,ACHV,EQUITY,71429344.0,9460840.0,NCM,2.966,"Achieve Life Sciences, Inc.","Achieve Life Sciences, Inc.",,0.0
55,ACIU,EQUITY,349777024.0,83479000.0,NGM,3.003,AC Immune SA,AC Immune SA,,0.0
56,ACIW,EQUITY,3457673216.0,115064000.0,NMS,10.756,"ACI Worldwide, Inc.","ACI Worldwide, Inc.",27.824072,0.0
57,ACKIT,EQUITY,,,NCM,,Ackrell SPAC Partners I Co.,Ackrell SPAC Partners I Co.  - ,,
58,ACKIU,EQUITY,,,NCM,,Ackrell SPAC Partners I Co.,Ackrell SPAC Partners I Co.,,
59,ACKIW,EQUITY,,,NCM,,Ackrell SPAC Partners I Co.,Ackrell SPAC Partners I Co.,,
60,ACLS,EQUITY,2374208000.0,33182500.0,NMS,16.214,"Axcelis Technologies, Inc.","Axcelis Technologies, Inc.",24.84375,0.0
61,ACLX,EQUITY,513892320.0,35736600.0,NMS,-223.287,"Arcellx, Inc.","Arcellx, Inc.",,0.0
62,ACMR,EQUITY,1220542464.0,53649600.0,NGM,11.52,"ACM Research, Inc.","ACM Research, Inc.",36.076393,0.0
63,ACNB,EQUITY,300821408.0,8679210.0,NCM,31.352,ACNB Corporation,ACNB Corporation,10.851597,0.028898425
64,ACOR,EQUITY,21332984.0,13250300.0,NMS,11.412,"Acorda Therapeutics, Inc.","Acorda Therapeutics, Inc.",,0.0
65,ACQR,EQUITY,605438720.0,49399500.0,NCM,-0.564,Independence Holdings Corp.,Independence Holdings Corp.,,0.0
66,ACQRU,EQUITY,,,NCM,-0.564,Independence Holdings Corp.,Independence Holdings Corp.,,0.0
67,ACQRW,EQUITY,,,NCM,,Independence Holdings Corp.,Independence Holdings Corp. Warrant,,
68,ACRS,EQUITY,1035547456.0,61275000.0,NMS,3.223,"Aclaris Therapeutics, Inc.","Aclaris Therapeutics, Inc.",,0.0
69,ACRX,EQUITY,41145716.0,146948992.0,NGM,-0.262,"AcelRx Pharmaceuticals, Inc.","AcelRx Pharmaceuticals, Inc.",,0.0
70,ACST,EQUITY,54474488.0,44288200.0,NCM,2.508,Acasti Pharma Inc.,"Acasti Pharma, Inc.",,0.0
71,ACT,EQUITY,3629725952.0,162840992.0,NMS,25.212,"Enact Holdings, Inc.","Enact Holdings, Inc.",6.6398573,0.0
72,ACTD,EQUITY,386620256.0,31116300.0,NCM,-0.684,ArcLight Clean Transition Corp. II,ArcLight Clean Transition Corp.,,0.0
73,ACTDU,EQUITY,,,NCM,-0.684,ArcLight Clean Transition Corp. II,ArcLight Clean Transition Corp.,,0.0
74,ACTDW,EQUITY,,,NCM,,ArcLight Clean Transition Corp. II,ArcLight Clean Transition Corp. II Warrant,,
75,ACTG,EQUITY,232586016.0,49591900.0,NMS,4.515,Acacia Research Corporation,Acacia Research Corporation,35.530304,0.0
76,ACVA,EQUITY,2367444992.0,108240000.0,NMS,3.563,ACV Auctions Inc.,ACV Auctions Inc.,,0.0
77,ACWI,ETF,,,NGM,,iShares MSCI ACWI ETF,iShares MSCI ACWI Index Fund,,0.0
78,ACWX,ETF,,,NGM,,iShares MSCI ACWI ex U.S. ETF,iShares MSCI ACWI ex US Index F,,
79,ACXP,EQUITY,34895212.0,10233200.0,NCM,1.215,"Acurx Pharmaceuticals, Inc.","Acurx Pharmaceuticals, Inc.",,0.0
80,ADAG,EQUITY,159054960.0,43576700.0,NGM,4.273,Adagene Inc.,Adagene Inc.,,0.0
81,ADAL,EQUITY,300365632.0,23000000.0,NGM,0.002,Anthemis Digital Acquisitions I Corp,Anthemis Digital Acquisitions I,,0.0
82,ADALU,EQUITY,,,NGM,0.002,Anthemis Digital Acquisitions I Corp,Anthemis Digital Acquisitions I,,0.0
83,ADALW,EQUITY,,,NGM,0.002,Anthemis Digital Acquisitions I Corp,Anthemis Digital Acquisitions I Corp Warrant,,
84,ADAP,EQUITY,333839168.0,156258000.0,NMS,1.318,Adaptimmune Therapeutics plc,Adaptimmune Therapeutics plc,,0.0
85,ADBE,EQUITY,216494768128.0,472500000.0,NMS,29.184,Adobe Inc.,Adobe Inc.,45.509537,0.0
86,ADER,EQUITY,339453120.0,27500000.0,NCM,-0.831,26 Capital Acquisition Corp.,26 Capital Acquisition Corp.,,0.0
87,ADERU,EQUITY,,,NCM,-0.831,26 Capital Acquisition Corp.,26 Capital Acquisition Corp.,,0.0
88,ADERW,EQUITY,,,NCM,,26 Capital Acquisition Corp.,26 Capital Acquisition Corp.,,
89,ADES,EQUITY,115118512.0,18841000.0,NGM,8.045,"Advanced Emissions Solutions, Inc.","Advanced Emissions Solutions, I",1.8685015,0.0
90,ADGI,EQUITY,502859040.0,111252000.0,NGM,5.692,"Adagio Therapeutics, Inc.","Adagio Therapeutics, Inc.",,0.0
91,ADI,EQUITY,86535372800.0,523315008.0,NMS,71.52,"Analog Devices, Inc.","Analog Devices, Inc.",56.844276,0.017132824
92,ADIL,EQUITY,48149568.0,23719000.0,NCM,0.167,"Adial Pharmaceuticals, Inc.","Adial Pharmaceuticals, Inc",,0.0
93,ADILW,EQUITY,,,NCM,,"Adial Pharmaceuticals, Inc. WT EXP 073123","Adial Pharmaceuticals, Inc",,
94,ADMA,EQUITY,372248000.0,195920000.0,NGM,0.721,"ADMA Biologics, Inc.",ADMA Biologics Inc,,0.0
95,ADMP,EQUITY,84731024.0,148886000.0,NCM,0.232,Adamis Pharmaceuticals Corporation,Adamis Pharmaceuticals Corporat,,0.0
96,ADN,EQUITY,112757920.0,51253600.0,NCM,2.54,"Advent Technologies Holdings, Inc.","Advent Technologies Holdings, I",,0.0
97,ADNWW,EQUITY,,,NCM,,"Advent Technologies Holdings, Inc.","Advent Technologies Holdings, I",,
98,ADOC,EQUITY,55539216.0,3227240.0,NCM,-0.165,Edoc Acquisition Corp.,Edoc Acquisition Corp.,,0.0
99,ADOCR,EQUITY,,,NCM,-0.165,Edoc Acquisition Corp.,Edoc Acquisition Corp.,,0.0
100,ADOCW,EQUITY,,,NCM,,Edoc Acquisition Corp.,Edoc Acquisition Corp.,,
101,ADP,EQUITY,98080505856.0,420044992.0,NMS,12.011,"Automatic Data Processing, Inc.","Automatic Data Processing, Inc.",36.14551,0.016832206
102,ADPT,EQUITY,2085532288.0,141584000.0,NMS,4.272,Adaptive Biotechnologies Corporation,Adaptive Biotechnologies Corpor,,0.0
103,ADRE,ETF,149175488.0,3350000.0,NGM,34.765,Invesco BLDRS Emerging Markets 50 ADR Index Fund,Invesco BLDRS Emerging Markets ,5.8323507,0.01585145
104,ADSE,EQUITY,425116800.0,48807900.0,NCM,-429.664,ADS-TEC Energy PLC,ADS-TEC ENERGY PLC,,0.0
105,ADSEW,EQUITY,,,NGM,-429.664,ADS-TEC Energy PLC,ADS-TEC ENERGY PLC Warrant,,
106,ADSK,EQUITY,46863044608.0,219972992.0,NMS,3.891,"Autodesk, Inc.","Autodesk, Inc.",95.10714,0.0
107,ADTH,EQUITY,829144512.0,85744000.0,NCM,1.321,"AdTheorent Holding Company, Inc.","AdTheorent Holding Company, Inc",24.794872,0.0
108,ADTHW,EQUITY,,,NGM,1.586,"AdTheorent Holding Company, Inc.",,4.2580647,
109,ADTN,EQUITY,907392320.0,49314800.0,NMS,7.278,"ADTRAN, Inc.","ADTRAN, Inc.",,0.019512195
110,ADTX,EQUITY,19492000.0,44000000.0,NCM,0.538,"Aditxt, Inc.","Aditxt, Inc.",,0.0
111,ADUS,EQUITY,1448920192.0,15952000.0,NMS,36.397,Addus HomeCare Corporation,Addus HomeCare Corporation,32.323845,0.0
112,ADV,EQUITY,2032767488.0,318116992.0,NMS,7.835,Advantage Solutions Inc.,Advantage Solutions Inc.,37.588234,0.0
113,ADVM,EQUITY,128375912.0,98750704.0,NGM,3.214,"Adverum Biotechnologies, Inc.","Adverum Biotechnologies, Inc.",,0.0
114,ADVWW,EQUITY,,,NMS,,Advantage Solutions Inc.,Advantage Solutions Inc.,,
115,ADXN,EQUITY,32424576.0,6316750.0,NCM,2.682,Addex Therapeutics Ltd,Addex Therapeutics Ltd,,0.0
116,AEAC,EQUITY,294300000.0,23000000.0,NCM,-0.601,Authentic Equity Acquisition Corp.,Authentic Equity Acquisition Co,38.774708,0.0
117,AEACU,EQUITY,,,NCM,-0.601,Authentic Equity Acquisition Corp.,Authentic Equity Acquisition Co,39.249016,0.0
118,AEACW,EQUITY,,,NCM,,Authentic Equity Acquisition Corp.,Authentic Equity Acquisition Co,,
119,AEAE,EQUITY,285200000.0,23000000.0,NGM,7.445,AltEnergy Acquisition Corp.,AltEnergy Acquisition Corp.,7.7742944,0.0
120,AEAEU,EQUITY,,,NGM,7.445,AltEnergy Acquisition Corp.,AltEnergy Acquisition Corp.,7.8369904,0.0
121,AEAEW,EQUITY,,,NGM,-0.02,AltEnergy Acquisition Corp.,ALTENERGY ACQUISITION CORP C/WT,,
122,AEHA,EQUITY,133374128.0,10600000.0,NGM,-0.139,Aesther Healthcare Acquisition Corp.,Aesther Healthcare Acquisition ,,0.0
123,AEHAU,EQUITY,,,NGM,-0.139,Aesther Healthcare Acquisition Corp.,Aesther Healthcare Acquisition ,,0.0
124,AEHAW,EQUITY,,,NGM,-0.1,Aesther Healthcare Acquisition Corp.,Aesther Healthcare Acquisition Corp Warrants,,
125,AEHL,EQUITY,7952163.0,5934450.0,NCM,11.483,Antelope Enterprise Holdings Limited,Antelope Enterprise Holdings Li,,0.0
126,AEHR,EQUITY,266270656.0,26841800.0,NCM,1.523,Aehr Test Systems,Aehr Test Systems,230.69766,0.0
127,AEI,EQUITY,56684552.0,100568000.0,NCM,3.079,Alset EHome International Inc.,Alset EHome International Inc.,,0.0
128,AEIS,EQUITY,3189860352.0,37558700.0,NMS,23.168,"Advanced Energy Industries, Inc.","Advanced Energy Industries, Inc",24.182802,0.00464684
129,AEMD,EQUITY,22033726.0,15408200.0,NCM,1.343,"Aethlon Medical, Inc.","Aethlon Medical, Inc.",,0.0
130,AEP,EQUITY,51216568320.0,504547008.0,NMS,44.492,"American Electric Power Company, Inc.",American Electric Power Company,20.465727,0.03006916
131,AEPPZ,EQUITY,,,NMS,44.492,"American Electric Power Company, Inc.",American Electric Power Company,11.413306,0.05369608
132,AERC,EQUITY,63559408.0,13877600.0,NCM,0.174,"AeroClean Technologies, Inc.","AeroClean Technologies, Inc.",,0.0
133,AERI,EQUITY,438914528.0,48391900.0,NGM,-0.371,"Aerie Pharmaceuticals, Inc.","Aerie Pharmaceuticals, Inc.",,0.0
134,AESE,EQUITY,70846840.0,39141900.0,NCM,2.647,Allied Esports Entertainment Inc.,"Allied Esports Entertainment, I",1.4020139,0.0
135,AEY,EQUITY,18371030.0,13029100.0,NCM,0.714,"ADDvantage Technologies Group, Inc.","ADDvantage Technologies Group, ",,0.0
136,AEYE,EQUITY,78232504.0,11435000.0,NCM,1.539,"AudioEye, Inc.","AudioEye, Inc.",,0.0
137,AEZS,EQUITY,44671140.0,121397000.0,NCM,0.436,Aeterna Zentaris Inc.,Aeterna Zentaris Inc.,,0.0
138,AFAC,EQUITY,215840624.0,17250000.0,NGM,0.006,Arena Fortify Acquisition Corp.,Arena Fortify Acquisition Corp.,,0.0
139,AFACU,EQUITY,,,NGM,0.006,Arena Fortify Acquisition Corp.,Arena Fortify Acquisition Corp.,,0.0
140,AFACW,EQUITY,,,NGM,0.006,Arena Fortify Acquisition Corp.,Arena Fortify Acquisition Corp. Warrant,,
141,AFAQ,EQUITY,273280000.0,22400000.0,NCM,-0.48,AF Acquisition Corp.,AF Acquisition Corp.,,0.0
142,AFAQU,EQUITY,,,NCM,-0.48,AF Acquisition Corp.,AF Acquisition Corp.,,0.0
143,AFAQW,EQUITY,,,NCM,,AF Acquisition Corp.,AF Acquisition Corp. Warrants,,
144,AFBI,EQUITY,105182032.0,6636090.0,NCM,17.601,"Affinity Bancshares, Inc.","Affinity Bancshares, Inc.",14.541285,0.0
145,AFCG,EQUITY,383209696.0,19742900.0,NGM,16.608,"AFC Gamma, Inc.","AFC Gamma, Inc.",12.769737,0.08734309
146,AFIB,EQUITY,36762828.0,28279100.0,NMS,4.783,"Acutus Medical, Inc.","Acutus Medical, Inc.",,0.0
147,AFMD,EQUITY,578839808.0,119797000.0,NGM,1.117,Affimed N.V.,Affimed N.V.,,0.0
148,AFRM,EQUITY,13258541056.0,223766000.0,NMS,8.716,"Affirm Holdings, Inc.","Affirm Holdings, Inc.",,0.0
149,AFYA,EQUITY,1250282112.0,47099600.0,NMS,32.326,Afya Limited,Afya Limited,25.430712,0.0
150,AGBA,EQUITY,56041168.0,5021610.0,NCM,-1.363,AGBA Acquisition Limited,AGBA Acquisition Limited,,0.0
151,AGBAR,EQUITY,,,NCM,,AGBA Acquisition Limited,AGBA Acquisition Limited,,
152,AGBAU,EQUITY,,,NCM,-1.363,AGBA Acquisition Limited,AGBA Acquisition Limited,,0.0
153,AGBAW,EQUITY,,,NCM,,AGBA Acquisition Limited,AGBA Acquisition Limited,,
154,AGEN,EQUITY,660885760.0,257154000.0,NCM,0.134,Agenus Inc.,Agenus Inc.,,0.0
155,AGFS,EQUITY,99068888.0,52417400.0,NMS,4.395,"AgroFresh Solutions, Inc.","AgroFresh Solutions, Inc.",,0.0
156,AGFY,EQUITY,106876360.0,24797300.0,NCM,6.246,Agrify Corporation,Agrify Corporation,,0.0
157,AGGR,EQUITY,378974976.0,31000000.0,NCM,-0.56,Agile Growth Corp.,Agile Growth Corp.,,0.0
158,AGGRU,EQUITY,,,NCM,-0.56,Agile Growth Corp.,Agile Growth Corp.,,0.0
159,AGGRW,EQUITY,,,NCM,,Agile Growth Corp.,Agile Growth Corp. Warrant.,,
160,AGIL,EQUITY,240339360.0,50280200.0,NCM,1.829,"AgileThought, Inc.","AgileThought, Inc.",,0.0
161,AGILW,EQUITY,,,NCM,33.428,"AgileThought, Inc.",,,
162,AGIO,EQUITY,1645681536.0,54637500.0,NMS,23.778,"Agios Pharmaceuticals, Inc.","Agios Pharmaceuticals, Inc.",1.1345915,0.0
163,AGLE,EQUITY,128835072.0,49362100.0,NGM,1.701,"Aeglea BioTherapeutics, Inc.","Aeglea BioTherapeutics, Inc.",,0.0
164,AGMH,EQUITY,50207436.0,24254800.0,NCM,0.155,AGM Group Holdings Inc.,AGM Group Holdings Inc.,,0.0
165,AGNC,EQUITY,6884485632.0,522224000.0,NMS,16.855,AGNC Investment Corp.,AGNC Investment Corp.,10.795082,0.10992367
166,AGNCM,EQUITY,8869600256.0,477832000.0,NMS,16.855,AGNC Investment Corp.,AGNC Investment Corp. - Deposit,20.450819,0.057462096
167,AGNCN,EQUITY,8476370944.0,477832000.0,NMS,16.855,AGNC Investment Corp.,AGNC Investment Corp. - Deposit,20.229507,0.057994366
168,AGNCO,EQUITY,,,NMS,16.855,AGNC Investment Corp.,AGNC Investment Corp. - Deposit,20.02459,0.059186194
169,AGNCP,EQUITY,,,NMS,16.855,AGNC Investment Corp.,AGNC Investment Corp. - Deposit,19.163933,0.061723106
170,AGNG,ETF,,,NGM,,Global X Aging Population ETF,Global X Aging Population ETF,,
171,AGRI,EQUITY,47806608.0,15176700.0,NCM,0.678,"AgriFORCE Growing Systems, Ltd.",AgriFORCE  Growing Systems Ltd.,,0.0
172,AGRIW,EQUITY,,,NCM,0.678,"AgriFORCE Growing Systems, Ltd.",AgriFORCE  Growing Systems Ltd. Warrant,,0.0
173,AGRX,EQUITY,27758024.0,122492000.0,NCM,0.113,"Agile Therapeutics, Inc.","Agile Therapeutics, Inc.",,0.0
174,AGTC,EQUITY,53770072.0,50252400.0,NGM,1.2,Applied Genetic Technologies Corporation,Applied Genetic Technologies Co,,0.0
175,AGYS,EQUITY,994009152.0,24714300.0,NMS,3.775,"Agilysys, Inc.","Agilysys, Inc.",,0.0
176,AGZD,ETF,,,NGM,,WisdomTree Interest Rate Hedged U.S. Aggregate Bond Fund,WisdomTree Interest Rate Hedged,,0.0
177,AHCO,EQUITY,2229584896.0,133909000.0,NCM,15.405,AdaptHealth Corp.,AdaptHealth Corp.,25.0,0.0
178,AHG,EQUITY,79137976.0,48850600.0,NGM,0.855,Akso Health Group,Akso Health Group,,0.0
179,AHI,EQUITY,35300664.0,23821300.0,NCM,0.56,Advanced Human Imaging Limited,Advanced Human Imaging Limited.,,0.0
180,AHPA,EQUITY,289512480.0,23000000.0,NCM,-0.263,Avista Public Acquisition Corp. II,Avista Public Acquisition Corp.,,0.0
181,AHPAU,EQUITY,,,NCM,-0.263,Avista Public Acquisition Corp. II,Avista Public Acquisition Corp.,,0.0
182,AHPAW,EQUITY,,,NCM,0.001,Avista Public Acquisition Corp. II,Avista Public Acquisition Corp. II Warrant,,
183,AHPI,EQUITY,12923599.0,4013540.0,NCM,2.104,"Allied Healthcare Products, Inc.","Allied Healthcare Products, Inc",,0.0
184,AHRN,EQUITY,371623008.0,29999800.0,NGM,0.001,Ahren Acquisition Corp.,Ahren Acquisition Corp.,,0.0
185,AHRNU,EQUITY,,,NGM,0.001,Ahren Acquisition Corp.,Ahren Acquisition Corp.,,0.0
186,AHRNW,EQUITY,,,NMS,0.001,Ahren Acquisition Corp.,Ahren Acquisition Corp. Warrant,,0.0
187,AIA,ETF,,,NGM,,iShares Asia 50 ETF,iShares Asia 50 ETF,,
188,AIB,EQUITY,111509304.0,9095980.0,NGM,0.011,AIB Acquisition Corporation,AIB Acquisition Corporation,,0.0
189,AIBBR,EQUITY,,,NGM,0.011,AIB Acquisition Corporation,AIB Acquisition Corporation,,0.0
190,AIBBU,EQUITY,,,NGM,0.011,AIB Acquisition Corporation,AIB Acquisition Corporation,,0.0
191,AIH,EQUITY,38700556.0,23597900.0,NGM,6.313,Aesthetic Medical International Holdings Group Limited,Aesthetic Medical International,,0.0
192,AIHS,EQUITY,14828112.0,61783800.0,NCM,0.031,Senmiao Technology Limited,Senmiao Technology Limited,,0.0
193,AIKI,EQUITY,39494472.0,89293400.0,NCM,1.133,AIkido Pharma Inc.,AIkido Pharma Inc.,,0.0
194,AIMC,EQUITY,2548364800.0,65059100.0,NMS,30.576,Altra Industrial Motion Corp.,Altra Industrial Motion Corp.,93.2619,0.0077061397
195,AINV,EQUITY,851599552.0,63647200.0,NGM,16.078,Apollo Investment Corporation,Apollo Investment Corporation -,7.2051697,0.093797274
196,AIP,EQUITY,415344896.0,31609200.0,NGM,1.678,"Arteris, Inc.","Arteris, Inc.",,0.0
197,AIQ,ETF,,,NGM,,Global X Artificial Intelligence & Technology ETF,Global X Artificial Intelligenc,,0.0
198,AIRG,EQUITY,77425000.0,10187500.0,NCM,4.375,"Airgain, Inc.","Airgain, Inc.",,0.0
199,AIRR,ETF,,,NGM,,First Trust RBA American Industrial RenaissanceTM ETF,First Trust RBA American Indust,,
200,AIRS,EQUITY,778406400.0,55640200.0,NGM,1.501,"AirSculpt Technologies, Inc.","AirSculpt Technologies, Inc.",,0.0
201,AIRT,EQUITY,60703648.0,2876950.0,NGM,7.003,"Air T, Inc.","Air T, Inc.",62.797623,0.0
202,AIRTP,EQUITY,562244416.0,3044420.0,NGM,7.003,"Air T, Inc.","Air T, Inc. - Trust Preferred S",69.46488,0.0
203,AKAM,EQUITY,19390179328.0,160900992.0,NMS,28.222,"Akamai Technologies, Inc.","Akamai Technologies, Inc.",30.664122,0.0
204,AKAN,EQUITY,249722800.0,28903100.0,NCM,0.025,Akanda Corp.,Akanda Corp.,,0.0
205,AKBA,EQUITY,121026072.0,181231008.0,NGM,0.432,"Akebia Therapeutics, Inc.","Akebia Therapeutics, Inc.",,0.0
206,AKIC,EQUITY,290276704.0,23660000.0,NCM,-0.435,Sports Ventures Acquisition Corp.,Sports Ventures Acquisition Cor,58.058823,0.0
207,AKICU,EQUITY,,,NCM,-0.435,Sports Ventures Acquisition Corp.,Sports Ventures Acquisition Cor,60.23529,0.0
208,AKICW,EQUITY,,,NCM,,Sports Ventures Acquisition Corp.,Sports Ventures Acquisition Cor,,
209,AKRO,EQUITY,521342080.0,35012900.0,NMS,4.845,"Akero Therapeutics, Inc.","Akero Therapeutics, Inc.",,0.0
210,AKTS,EQUITY,357557504.0,54672400.0,NCM,2.125,"Akoustis Technologies, Inc.","Akoustis Technologies, Inc.",,0.0
211,AKTX,EQUITY,61251792.0,51908300.0,NCM,0.239,"Akari Therapeutics, Plc",Akari Therapeutics Plc,,0.0
212,AKU,EQUITY,98819968.0,89027000.0,NCM,1.182,Akumin Inc.,Akumin Inc.,,0.0
213,AKUS,EQUITY,162297920.0,34605100.0,NMS,6.773,"Akouos, Inc.","Akouos, Inc.",,0.0
