index,ticker,quoteType,marketCap,sharesOutstanding,exchange,bookValue,longName,shortName,trailingPE,trailingAnnualDividendYield
1231,KEF,MUTUALFUND,,,YHD,,,20705,,
1232,KEN.V,EQUITY,1298440.0,11804000.0,VAN,0.296,Kenadyr Metals Corp.,KENADYR METALS CORP,,
1233,KEP,EQUITY,12270962688.0,1283929984.0,NYQ,52435.297,Korea Electric Power Corporation,Korea Electric Power Corporatio,,130.61224
1234,KEX,EQUITY,4259465472.0,60111000.0,NYQ,47.308,Kirby Corporation,Kirby Corporation,,
1235,KEY,EQUITY,20166715392.0,931057984.0,NYQ,16.775,KeyCorp,KeyCorp,8.437865,0.033065237
1236,KEYS,EQUITY,28993851392.0,183042000.0,NYQ,20.774,"Keysight Technologies, Inc.",Keysight Technologies Inc.,33.138073,
1237,KF,EQUITY,150724400.0,5040950.0,NYQ,54.372,"The Korea Fund, Inc.","Korea Fund, Inc. (The) New",1.255564,0.01744186
1238,KFI,MUTUALFUND,,,YHD,,,,,
1239,KFS,EQUITY,134043256.0,24108500.0,NYQ,-0.301,Kingsway Financial Services Inc.,"Kingsway Financial Services, In",,
1240,KFY,EQUITY,3581542656.0,54414200.0,NYQ,27.164,Korn Ferry,Korn Ferry,13.438139,0.006775485
1241,KGC,EQUITY,7551969792.0,1253400064.0,NYQ,5.317,Kinross Gold Corporation,Kinross Gold Corporation,7.5344176,0.020408163
1242,KHI,MUTUALFUND,,,YHD,,,52338,,
1243,KIM,EQUITY,15281251328.0,616428032.0,NYQ,16.084,Kimco Realty Corporation,Kimco Realty Corporation,12.278356,0.027125506
1244,KING,MUTUALFUND,,,YHD,,,,,
1245,KIO,EQUITY,296764992.0,20340300.0,NYQ,,KKR Income Opportunities Fund,KKR Income Opportunities Fund,,
1246,KKD,MUTUALFUND,,,YHD,,,2409426,,
1247,KKR,EQUITY,34971840512.0,585009024.0,NYQ,27.125,KKR & Co. Inc.,KKR & Co. Inc.,6.6890454,0.009748588
1248,KMB,EQUITY,42099724288.0,336716992.0,NYQ,1.408,Kimberly-Clark Corporation,Kimberly-Clark Corporation,21.256374,0.036456637
1249,KMF,EQUITY,409674304.0,47197500.0,NYQ,,"Kayne Anderson NextGen Energy & Infrastructure, Inc.",Kayne Anderson Midstream Energy,,
1250,KMG,MUTUALFUND,,,YHD,,"KMG Chemicals, Inc.",4868076,,
1251,KMI,EQUITY,43580002304.0,2267429888.0,NYQ,13.475,"Kinder Morgan, Inc.","Kinder Morgan, Inc.",25.026041,0.056742463
1252,KMM,MUTUALFUND,,,YHD,,,57247,,
1253,KMPA,ETF,1290044032.0,51294000.0,NYQ,40.048,Kemper Corporation SUB NT 54,Kemper Corporation 7.375% Subor,7.491808,0.038170975
1254,KMPR,EQUITY,3647322624.0,63653100.0,NYQ,65.218,Kemper Corporation,Kemper Corporation,44.905956,0.02175451
1255,KMT,EQUITY,2359625472.0,83645000.0,NYQ,15.845,Kennametal Inc.,Kennametal Inc.,21.16279,0.02796225
1256,KMX,EQUITY,15942772736.0,161872000.0,NYQ,31.567,"CarMax, Inc.",CarMax Inc,13.567985,
1257,KN,EQUITY,1957724800.0,92345504.0,NYQ,14.797,Knowles Corporation,Knowles Corporation,23.093683,
1258,KND,MUTUALFUND,,,YHD,,"Kindred Healthcare, Inc.",559144,,
1259,KNM,MUTUALFUND,,,YHD,,,685,,
1260,KNOP,EQUITY,576947392.0,33582500.0,NYQ,16.762,KNOT Offshore Partners LP,KNOT Offshore Partners LP,12.966038,0.12300414
1261,KNX,EQUITY,7854744576.0,165956992.0,NYQ,37.907,Knight-Swift Transportation Holdings Inc.,Knight-Swift Transportation Hol,12.58442,0.0071343645
1262,KO,EQUITY,271561932800.0,4319419904.0,NYQ,5.135,The Coca-Cola Company,Coca-Cola Company (The),30.955196,0.026935482
1263,KODK,EQUITY,494722336.0,78652200.0,NYQ,1.832,Eastman Kodak Company,Eastman Kodak Company,10.789022,
1264,KOF,EQUITY,11764647936.0,210083008.0,NYQ,556.102,"Coca-Cola FEMSA, S.A.B. de C.V.",Coca Cola Femsa S.A.B. de C.V.,18.4514,0.91719747
1265,KOP,EQUITY,585710208.0,21306300.0,NYQ,18.605,Koppers Holdings Inc.,Koppers Holdings Inc. Koppers H,7.387799,0.009084302
1266,KORS,MUTUALFUND,,,YHD,,Michael Kors Holdings Limited,CAPRI HLDGS LTD,,
1267,KOS,EQUITY,3574441984.0,451888992.0,NYQ,0.702,Kosmos Energy Ltd.,Kosmos Energy Ltd.,,0.0
1268,KR,EQUITY,42262515712.0,735256000.0,NYQ,12.898,The Kroger Co.,Kroger Company (The),43.38113,0.013595955
1269,KRA,EQUITY,1494565248.0,32148100.0,NYQ,22.655,Kraton Corporation,Kraton Corporation,14.929352,
1270,KRC,EQUITY,9088694272.0,116462000.0,NYQ,46.749,Kilroy Realty Corporation,Kilroy Realty Corporation,13.8467,0.026432872
1271,KRG,EQUITY,5028515328.0,219012000.0,NYQ,14.175,Kite Realty Group Trust,Kite Realty Group Trust,188.19672,0.029863855
1272,KRO,EQUITY,1822223616.0,115550000.0,NYQ,7.114,"Kronos Worldwide, Inc.",Kronos Worldwide Inc,19.911617,0.04639175
1273,KS,MUTUALFUND,,,YHD,,KapStone Paper and Packaging Corporation,,,
1274,KSM,EQUITY,115624248.0,11203900.0,NYQ,12.947,DWS Strategic Municipal Income Trust,DWS Strategic Municipal Income ,5.8603063,0.05357834
1275,KSS,EQUITY,8396793856.0,139158000.0,NYQ,34.725,Kohl's Corporation,Kohl's Corporation,9.407546,0.012404896
1276,KST,MUTUALFUND,,,YHD,,,12691,,
1277,KT,EQUITY,7229170688.0,471616000.0,NYQ,30936.082,KT Corporation,KT Corporation,8.466052,94.14226
1278,KTF,EQUITY,408834336.0,39500900.0,NYQ,12.844,DWS Municipal Income Trust,DWS Municipal Income Trust,8.149607,0.050144095
1279,KTH,EQUITY,,,NYQ,,Corts Trust For Peco Energy Capital Trust III,Structures Products Cp 8% CorTS,,
1280,KTN,EQUITY,,,NYQ,,Credit-Enhanced Corts Trust Aon,Structured Products Corp 8.205%,,
1281,KW,EQUITY,3470957312.0,139284000.0,NYQ,10.778,"Kennedy-Wilson Holdings, Inc.",Kennedy-Wilson Holdings Inc.,7.871131,0.03608036
1282,KWR,EQUITY,3217609984.0,17894500.0,NYQ,77.316,Quaker Chemical Corporation,Quaker Houghton,21.25665,0.009258724
1283,KYE,MUTUALFUND,,,YHD,,"Kayne Anderson Energy Total Return Fund, Inc.",,,
1284,KYN,EQUITY,1187346816.0,126448000.0,NYQ,8.891,"Kayne Anderson Energy Infrastructure Fund, Inc.",Kayne Anderson MLP/Midstream In,2.82576,0.0802603
1285,KYO,MUTUALFUND,,,YHD,,Kyocera Corporation,20414,,
1286,L,EQUITY,16555418624.0,253684000.0,NYQ,70.21,Loews Corporation,Loews Corporation,10.609657,0.0038568343
1287,LAD,EQUITY,9160339456.0,30279600.0,NYQ,149.924,"Lithia Motors, Inc.","Lithia Motors, Inc.",8.833696,0.004531521
1288,LADR,EQUITY,1516823552.0,125461000.0,NYQ,11.979,Ladder Capital Corp,Ladder Capital Corp,85.14085,0.0673968
1289,LAS,MUTUALFUND,,,YHD,,,,,
1290,LAZ,EQUITY,3625280000.0,102874000.0,NYQ,8.495,Lazard Ltd,"Lazard LTD. Lazard, LTD.",7.960244,0.054492753
1291,LBF,MUTUALFUND,,,YHD,,,23791,,
1292,LC,EQUITY,1563010816.0,99872896.0,NYQ,8.066,LendingClub Corporation,LendingClub Corporation,,
1293,LCI,EQUITY,33837904.0,43304200.0,NYQ,-1.175,"Lannett Company, Inc.",Lannett Co Inc,,
1294,LCM,MUTUALFUND,,,YHD,,Advent/Claymore Enhanced Growth &amp; Income Fund,31556,,
1295,LDL,NONE,,,,,,,,
1296,LDOS,EQUITY,15198714880.0,140339008.0,NYQ,29.393,"Leidos Holdings, Inc.","Leidos Holdings, Inc.",19.98155,0.012775413
1297,LDP,EQUITY,672860480.0,28967900.0,NYQ,,"Cohen & Steers Limited Duration Preferred and Income Fund, Inc.",Cohen & Steers Limited Duration,,
1298,LDR,MUTUALFUND,,,YHD,,,16916,,
1299,LEA,EQUITY,8489403392.0,59616600.0,NYQ,77.539,Lear Corporation,Lear Corporation,15.564542,0.008766393
1300,LEAF,NONE,,,,,,,,
1301,LEE,EQUITY,159714032.0,5889160.0,NMS,9.266,"Lee Enterprises, Incorporated","Lee Enterprises, Incorporated",6.9360614,
1302,LEG,EQUITY,4738884608.0,133377000.0,NYQ,11.815,"Leggett & Platt, Incorporated","Leggett & Platt, Incorporated",12.171977,0.04712644
1303,LEJU,EQUITY,112441144.0,136823008.0,NYQ,1.842,Leju Holdings Limited,Leju Holdings Limited,,0.29555196
1304,LEN,EQUITY,24945580032.0,271852000.0,NYQ,69.103,Lennar Corporation,Lennar Corporation,5.7694464,0.012319823
1305,LEN.B,MUTUALFUND,,,YHD,,,,,
1306,LEO,EQUITY,450256928.0,62276200.0,NYQ,8.709,"BNY Mellon Strategic Municipals, Inc.","Dreyfus Strategic Municipals, I",9.5508585,0.058414463
1307,LEU,EQUITY,459627264.0,13298100.0,ASE,-16.365,Centrus Energy Corp.,Centrus Energy Corp.,17.450773,
1308,LF,MUTUALFUND,,,YHD,,,393311,,
1309,LFC,EQUITY,99108896768.0,5652939776.0,NYQ,83.29,China Life Insurance Company Limited,China Life Insurance Company Li,5.4425087,0.08432147
1310,LFL,MUTUALFUND,,,YHD,,,78546,,
1311,LG,MUTUALFUND,,,YHD,,,56935,,
1312,LGF,MUTUALFUND,,,YHD,,,1187995,,
1313,LGI,EQUITY,235605680.0,13009700.0,NYQ,21.359,"Lazard Global Total Return and Income Fund, Inc.",Lazard Global Total Return and ,2.8094943,0.074748605
1314,LH,EQUITY,25185370112.0,95700000.0,NYQ,109.859,Laboratory Corporation of America Holdings,Laboratory Corporation of Ameri,9.336574,
1315,LHO,MUTUALFUND,,,YHD,,LaSalle Hotel Properties,114617,,
1316,LII,EQUITY,9596752896.0,36596700.0,NYQ,-9.15,Lennox International Inc.,"Lennox International, Inc.",20.193285,0.013107889
1317,LITB,EQUITY,119947008.0,112100000.0,NYQ,0.491,"LightInTheBox Holding Co., Ltd.","LightInTheBox Holding Co., Ltd.",82.30769,
1318,LL,EQUITY,406362176.0,29088200.0,NYQ,8.969,"LL Flooring Holdings, Inc.","LL Flooring Holdings, Inc.",6.6145835,
1319,LLL,EQUITY,16137103.0,4433270.0,NCM,11.18,JX Luxventure Limited,JX Luxventure Limited,,
1320,LLY,EQUITY,279965794304.0,956592000.0,NYQ,8.552,Eli Lilly and Company,Eli Lilly and Company,44.68244,0.011488633
1321,LMT,EQUITY,122995040256.0,275785984.0,NYQ,35.15,Lockheed Martin Corporation,Lockheed Martin Corporation,20.543554,0.023561396
1322,LNC,EQUITY,11867159552.0,180708992.0,NYQ,113.763,Lincoln National Corporation,Lincoln National Corporation,9.419105,0.025703793
1323,LND,EQUITY,684424128.0,99191904.0,NYQ,23.439,BrasilAgro - Companhia Brasileira de Propriedades Agrícolas,Brasilagro Brazilian Agric Real,8.767471,0.3882963
1324,LNKD,MUTUALFUND,,,YHD,,,,,
1325,LNN,EQUITY,1671199616.0,10947200.0,NYQ,31.027,Lindsay Corporation,Lindsay Corporation,39.34536,0.008279728
1326,LNT,EQUITY,15845347328.0,250360992.0,NMS,23.905,Alliant Energy Corporation,Alliant Energy Corporation,24.976324,0.025400128
1327,LO,MUTUALFUND,,,YHD,,,,,
1328,LOCK,MUTUALFUND,,,YHD,,,"LifeLock, Inc.",,
1329,LOW,EQUITY,136366391296.0,673747008.0,NYQ,-2.297,"Lowe's Companies, Inc.","Lowe's Companies, Inc.",17.65065,0.01384836
1330,LPG,EQUITY,591669504.0,40140400.0,NYQ,22.594,Dorian LPG Ltd.,Dorian LPG Ltd.,6.6069026,0.06901311
1331,LPI,EQUITY,1441782912.0,17070600.0,NYQ,14.204,"Laredo Petroleum, Inc.","Laredo Petroleum, Inc.",,
1332,LPL,EQUITY,5903493120.0,715630976.0,NYQ,18162.244,"LG Display Co., Ltd.","LG Display Co, Ltd AMERICAN DEP",4.9125977,0.05411622
1333,LPX,EQUITY,5430693376.0,87989200.0,NYQ,15.163,Louisiana-Pacific Corporation,Louisiana-Pacific Corporation,4.410777,0.010383129
1334,LQ,MUTUALFUND,,,YHD,,,8095,,
1335,LRE,MUTUALFUND,,,YHD,,,,,
1336,LRN,EQUITY,1574242304.0,42766700.0,NYQ,17.805,"Stride, Inc.","Stride, Inc.",28.87059,
1337,LTC,EQUITY,1544642048.0,39374000.0,NYQ,18.909,"LTC Properties, Inc.","LTC Properties, Inc.",25.507153,0.05926696
1338,LUB,EQUITY,69483008.0,31019200.0,NYQ,2.403,"Luby's, Inc.","Luby's, Inc.",,
1339,LUK,MUTUALFUND,,,YHD,,,366913,,
1340,LUV,EQUITY,27175047168.0,591920000.0,NYQ,17.317,Southwest Airlines Co.,Southwest Airlines Company,,0.0
1341,LUX,MUTUALFUND,,,YHD,,,74789,,
1342,LVLT,MUTUALFUND,,,YHD,,,5836511,,
1343,LVS,EQUITY,30192885760.0,763990016.0,NYQ,2.751,Las Vegas Sands Corp.,Las Vegas Sands Corp.,,0.0
1344,LXFR,EQUITY,477909536.0,27704900.0,NYQ,6.739,Luxfer Holdings PLC,Luxfer Holdings PLC,13.038549,0.029761907
1345,LXK,MUTUALFUND,,,YHD,,,1732416,,
1346,LXP,EQUITY,4522243584.0,282816992.0,NYQ,6.909,LXP Industrial Trust,LXP Industrial Trust,20.5,0.027388535
1347,LXU,EQUITY,2058063616.0,88824496.0,NYQ,4.729,"LSB Industries, Inc.","LSB Industries, Inc.",,
1348,LYB,EQUITY,34389897216.0,332784000.0,NYQ,35.369,LyondellBasell Industries N.V.,LyondellBasell Industries NV,6.035862,0.042404205
1349,LYG,EQUITY,44192915456.0,17755600896.0,NYQ,0.000738,Lloyds Banking Group plc,Lloyds Banking Group Plc,7454.5454,0.004979253
1350,LYV,EQUITY,25694365696.0,224660000.0,NYQ,-1.838,"Live Nation Entertainment, Inc.","Live Nation Entertainment, Inc.",,
1351,LZB,EQUITY,1153847040.0,43905900.0,NYQ,17.586,La-Z-Boy Incorporated,La-Z-Boy Incorporated,9.16318,0.022373907
1352,M,EQUITY,7254280192.0,299268992.0,NYQ,10.051,Macy's Inc.,Macy's Inc,9.017858,0.0061576357
1353,MA,EQUITY,357621268480.0,974708992.0,NYQ,6.814,Mastercard Incorporated,Mastercard Incorporated,44.768757,0.00492473
1354,MAA,EQUITY,24561238016.0,115138000.0,NYQ,51.218,"Mid-America Apartment Communities, Inc.",Mid-America Apartment Communiti,57.236385,0.019455716
1355,MAC,EQUITY,3331914496.0,213038000.0,NYQ,14.415,The Macerich Company,Macerich Company (The),,0.038363174
1356,MAIN,EQUITY,2964244224.0,69583200.0,NYQ,24.288,Main Street Capital Corporation,Main Street Capital Corporation,9.194906,0.05798468
1357,MAN,EQUITY,5099635200.0,54239900.0,NYQ,45.603,ManpowerGroup Inc.,ManpowerGroup,15.147414,0.025873085
1358,MANU,EQUITY,2396144128.0,52795200.0,NYQ,1.513,Manchester United plc,Manchester,,0.008984105
1359,MAS,EQUITY,12582684672.0,244087008.0,NYQ,-0.516,Masco Corporation,Masco Corporation,28.293083,0.016568627
1360,MATX,EQUITY,4856797696.0,42032000.0,NYQ,31.995,"Matson, Inc.","Matson, Inc.",8.172431,0.008207594
1361,MAV,EQUITY,234600272.0,23914400.0,NYQ,12.122,"Pioneer Municipal High Income Advantage Fund, Inc.",Pioneer Municipal High Income A,17.060871,0.060020342
1362,MBI,EQUITY,867780480.0,54406300.0,NYQ,-3.125,MBIA Inc.,MBIA Inc.,,
1363,MBLY,MUTUALFUND,,,YHD,,,,,
1364,MBT,EQUITY,4775143936.0,863478016.0,NYQ,-2.082,Mobile TeleSystems Public Joint Stock Company,Mobile TeleSystems Public Joint,5.5668015,12.312293
1365,MC,EQUITY,3263872000.0,61011100.0,NYQ,8.476,Moelis & Company,Moelis & Company,7.3664594,0.048988283
1366,MCA,EQUITY,450714688.0,34405700.0,NYQ,16.485,"BlackRock MuniYield California Quality Fund, Inc.",Blackrock MuniYield California ,12.547893,0.048630137
1367,MCD,EQUITY,186250821632.0,747244992.0,NYQ,-7.595,McDonald's Corporation,McDonald's Corporation,25.695877,0.020867033
1368,MCI,EQUITY,308990912.0,20261700.0,NYQ,16.872,Barings Corporate Investors,Barings Corporate Investors,4.916183,0.063033484
1369,MCK,EQUITY,46873374720.0,152682000.0,NYQ,-3.74,McKesson Corporation,McKesson Corporation,,0.005651194
1370,MCN,EQUITY,166196144.0,20957900.0,NYQ,7.785,Madison Covered Call & Equity Strategy Fund,Madison Covered Call & Equity S,3.908329,0.09090909
1371,MCO,EQUITY,63267344384.0,185900000.0,NYQ,13.072,Moody's Corporation,Moody's Corporation,30.490055,0.0071722833
1372,MCP,MUTUALFUND,,,YHD,,,3007,,
1373,MCR,EQUITY,330792672.0,44401700.0,NYQ,8.628,MFS Charter Income Trust,MFS Charter Income Trust,9.563543,0.09536784
1374,MCS,EQUITY,540102912.0,24289400.0,NYQ,14.077,The Marcus Corporation,Marcus Corporation (The),,0.0
1375,MCY,EQUITY,3108516608.0,55370800.0,NYQ,38.737,Mercury General Corporation,Mercury General Corporation,8.089337,0.046
1376,MD,EQUITY,2075724416.0,86452496.0,NYQ,9.924,"MEDNAX, Inc.","Mednax, Inc.",103.93939,
1377,MDC,EQUITY,2668147456.0,70679400.0,NYQ,34.776,"M.D.C. Holdings, Inc.","M.D.C. Holdings, Inc.",4.935931,0.04413319
1378,MDP,EQUITY,2705524224.0,40741000.0,NYQ,14.858,Meredith Corporation,Meredith Corporation,10.0476265,0.0
1379,MDR,NONE,,,,,,,,
1380,MDT,EQUITY,151289888768.0,1344560000.0,NYQ,38.659,Medtronic plc,Medtronic plc.,32.445213,0.021811629
1381,MDU,EQUITY,5449806848.0,203351008.0,NYQ,16.387,"MDU Resources Group, Inc.","MDU Resources Group, Inc.",13.386612,0.031894937
1382,MED,EQUITY,2048400640.0,11616200.0,NYQ,16.952,"Medifast, Inc.",MEDIFAST INC,13.222855,0.031561073
1383,MEG,EQUITY,1592535552.0,29491400.0,NYQ,5.493,"Montrose Environmental Group, Inc.","Montrose Environmental Group, I",,
1384,MEI,EQUITY,1602562688.0,37268900.0,NYQ,24.592,"Methode Electronics, Inc.","Methode Electronics, Inc.",13.826367,0.011560693
1385,MEP,MUTUALFUND,,,YHD,,,"Midcoast Energy Partners, L.P. ",,
1386,MET,EQUITY,59301781504.0,841160000.0,NYQ,81.761,"MetLife, Inc.","MetLife, Inc.",11.765687,0.026750142
1387,MFA,EQUITY,1772526592.0,440927008.0,NYQ,5.899,"MFA Financial, Inc.","MFA Financial, Inc.",6.090909,0.08684863
1388,MFC,EQUITY,41514217472.0,1942640000.0,NYQ,26.202,Manulife Financial Corporation,Manulife Financial Corporation,8.015755,0.052459016
1389,MFD,EQUITY,87183888.0,8547440.0,NYQ,10.453,Macquarie/First Trust Global Infrastructure/Utilities Dividend & Income Fund,Macquarie First Trust Global,5.1934824,0.07881774
1390,MFG,EQUITY,32950579200.0,12673300480.0,NYQ,751.498,"Mizuho Financial Group, Inc.","Mizuho Financial Group, Inc. Sp",5.9279523,30.155643
1391,MFL,EQUITY,468397024.0,37896200.0,NYQ,15.379,BlackRock MuniHoldings Investment Quality Fund,Blackrock MuniHoldings Investme,10.214875,0.047226753
1392,MFM,EQUITY,254539360.0,41187600.0,NYQ,7.371,MFS Municipal Income Trust,MFS Municipal Income Trust,10.546074,0.050653595
1393,MFV,EQUITY,46672308.0,7269830.0,NYQ,5.511,MFS Special Value Trust,MFS Special Value Trust,7.093923,0.086435325
1394,MG,EQUITY,196191600.0,29458200.0,NYQ,6.817,"Mistras Group, Inc.",Mistras Group Inc,47.571426,
1395,MGA,EQUITY,19347439616.0,300752992.0,NYQ,39.175,Magna International Inc.,"Magna International, Inc.",10.888626,0.026745453
1396,MGF,EQUITY,124153800.0,32586300.0,NYQ,4.485,MFS Government Markets Income Trust,MFS Government Markets Income T,,0.09074074
1397,MGM,EQUITY,19635355648.0,468960000.0,NYQ,14.54,MGM Resorts International,MGM Resorts International,33.576584,0.00023843587
1398,MGR,EQUITY,,,NYQ,,,"Affiliated Managers Group, Inc.",,
1399,MGU,EQUITY,322779200.0,12443300.0,NYQ,27.572,Macquarie Global Infrastructure Total Return Fund Inc.,Macquarie Global Infrastructure,3.656096,0.034992225
1400,MHD,EQUITY,757666560.0,53356800.0,NYQ,16.953,"BlackRock MuniHoldings Fund, Inc.","Blackrock MuniHoldings Fund, In",24.027071,0.021222768
1401,MHF,EQUITY,151289456.0,21643700.0,NYQ,8.009,Western Asset Municipal High Income Fund Inc.,Western Asset Municipal High In,16.884058,0.037215907
1402,MHFI,MUTUALFUND,,,YHD,,,"McGraw Hill Financial, Inc.",,
1403,MHG,MUTUALFUND,,,YHD,,,1117,,
